what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522168678
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1426522168770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522174640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522176563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1426522176618
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426522178939
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1426522180942
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1426522181802
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426522182663
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1426522183660
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1426522195442
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1426522195676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522203145
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522203537
started,bundle,org.eclipse.wb.os,1.1.0.r37x201109091012,"org.eclipse.wb.os",1426522220038
started,bundle,org.eclipse.wb.os.win32,1.1.0.r37x201109091012,"org.eclipse.wb.os.win32",1426522220334
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426522221225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522228256
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426522231277
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522231652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1426522231699
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522231746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522280805
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522284206
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522327778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522328520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522343268
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426522346611
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426522347565
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426522350293
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1426522364062
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1426522364338
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426522365151
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426522368088
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522374499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522455661
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426522459582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522462317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522538684
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1426522538781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1426522538781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522540261
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522560580
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522572606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522684241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522694100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522703359
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426522705218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522714906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522811046
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426522812357
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1426522818470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522827092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522870277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522878145
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522887607
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1426522888925
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426522896043
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522912259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522923016
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426522933418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522940966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522945055
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522950550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522984102
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426522985883
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426522995876
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523019462
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1426523020665
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523026759
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426523030025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523039650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523044775
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1426523045181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523050119
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523053962
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523055056
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523055415
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1426523055478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523067139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523076248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523106332
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523109036
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523109817
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523110270
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523110754
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523144819
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523147944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1426523174504
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523184724
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523187865
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523190552
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523193896
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523196677
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523199755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523202896
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523206565
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523210502
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523235621
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426523238152
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1426523241559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523260799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523276081
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1426523276174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1426523276174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523279206
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523293418
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1426523293512
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1426523293512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523297257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523431491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1426523431569
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1426523431569
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523447294
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1426523480629
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426523481786
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523482395
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523483082
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523486518
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426523489143
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523489815
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523490627
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523493846
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426523496221
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523496690
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523497159
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523499877
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523501237
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426523506802
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523507333
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523508068
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523512025
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426523513806
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523514337
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523514978
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523519165
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426523525306
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523525806
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523526525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523529947
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426523531509
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523531994
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523532566
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523535756
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426523537194
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523537756
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523538319
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426523541803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523546428
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523550318
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1426523562440
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1426523572641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523574532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523574797
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1426523581938
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523591594
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523591594
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1426523594610
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523595844
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523596094
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523598954
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1426523601173
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523602314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523602564
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523609111
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1426523611283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523613004
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523613286
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1426523616289
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523619899
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523619899
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523622399
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523622399
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523624133
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523624133
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1426523627331
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523628988
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523629238
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1426523640331
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523640956
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523662255
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523664685
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523669216
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523701703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1426523712056
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1426523714362
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1426523745544
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523746854
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523747122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1426523760805
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523765047
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523765047
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523773339
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1426523775744
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523777413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523777655
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1426523783343
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523786086
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523786091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523787932
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523797406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523814477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523846661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523847826
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523965087
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523969298
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1426523975648
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523977231
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523977488
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1426523981867
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523986267
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523986269
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426523988192
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1426523995157
